id,Tipo de vivienda,Barrio,Localidad,Superficie total (m2),Superficie util (m2),Habitaciones,Baños,Año de construccion,Vistas al exterior,Ascensor,Terraza,Balcon,garage,Piscina,Jardin,Aire acondicionado,Calefacción,orientacion,Nota,Estado,Interes,Precio de compra (€),Precio de alquiler,Numero de Planta,Tipo de planta,Certificado energético,Ubicacion: calle y numero,Gastos de la comunidad (€ por mes),Tipo de calefaccion,precio por metro cuadrado (€),Provincia,Distrito,Codigo postal,Vistas al mar,Armarios empotrados,Vivienda accesible,Trastero o bodega,Muebles,Vigilancia,Vivienda de lujo,"Ubicacion: Piso y número, letra o portal",ID de inmobiliaria,Nombre de inmobiliaria,Nombre vivienda,ID mapa ubicacion,Nombre mapa de Ubicacion
103482277,Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,180,160.0,3,2,2008.0,False,True,True,True,True,False,False,False,True,south,"Fantastic fully furnished and brand new apartment, only for those who enjoy and value the high standards of exclusivity, quality, comfort, privacy and security, without giving up the proximity to the beach and the comforts and advantages that living in a city as incredible as Barcelona offers.In the most exclusive and prestigious property in the area, with spectacular social areas, among which the following stand out: heated swimming pool, equipped gym, paddle tennis court, sauna, multipurpose room, children's areas and large garden areas.This unique and exclusive residential complex has 24-hour security and concierge service. This wonderful and exclusive 180 m2 apartment is located in the best angle of the entire Illa de Mar residential complex on Passeig García Faria; on the beachfront, with a huge private terrace of 60 m2 that allows you to enjoy 270º of spectacular views, of which 180º have a direct view of the Mediterranean Sea. The exclusive terrace of the apartment is simply wonderful. Bordering the perimeter of the apartment allows access to it from all rooms, living room and kitchen; which provides abundant light and natural ventilation to the apartment, in addition to offering a magnificent useful surface to hold family and friends gatherings or to enjoy the sun and your hobbies, with the privacy, tranquility and exceptional views it offers.The apartment has 3 large bedrooms, 2 bathrooms, 1 fully equipped kitchen, 1 laundry room, 1 large living room and dining room, 1 large terrace and 1 garage space. The Master Suite has 1 large private bathroom with double sinks, bathtub/jacuzzi, separate shower, toilet and bidet, as well as a dressing room.The apartment has all the services, in addition to air conditioning and central heating throughout the apartment. The parking space is large and easy to park and has security and monitoring 24 hours a day.The location of the building is simply excellent due to its proximity to the sea, to commercial, financial, work and health centers, for providing immediate access to the Ronda Litoral and quick access to other important communication routes such as Avenida Diagonal and Gran Via de les Corts Catalanes, in addition to its excellent connection to the public transport network such as metro, buses and tram; all of which make this Apartment an exclusive and ideal place to live.",reformado,comprar,1690000.0,,10,Alta,D,paseo de Garcia Fària 20,170.0,Otro tipo de calefaccion,9388.89,Barcelona,Sant Martí,08019,Sí,Sí,Sí,No,No,Sí,Sí,10º A Portal 1,1,Lucas Fox Barcelona,Flat / apartment Paseo De Garcia Fària 20,6,Diagonal Mar i el Front Marítim del Poblenou
104372868,Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,80,78.0,2,1,2001.0,True,True,False,False,True,False,False,True,True,east,"Wonderful apartment a few meters from the Mar Bella beach. It consists of a living-dining room, an American kitchen, 2 exterior bedrooms and 1 bathroom. Parquet floors, heating, air conditioning, large windows. Parking space included in the price. Pleasant area, surrounded by beaches and parks. Excellent public transport links (bus, metro, tram) and Ronda Litoral, close to all kinds of services and shops.",en buen estado,comprar,390000.0,,1,Intermedia,D,calle de Provençals 47,77.0,Caldera de gas natural,4875.0,Barcelona,Sant Martí,08019,No,Sí,No,Sí,Sí,Sí,Sí,1º C Portal 3,1,Lucas Fox Barcelona,Flat / apartment C. De Provençals 47,6,Diagonal Mar i el Front Marítim del Poblenou
104349529,Flat / apartment,Vila de Gràcia,Barcelona,59,49.0,2,1,1928.0,True,True,False,True,False,False,False,True,True,north,"Floor located on the 2nd floor of a stately building from 1928 with a lift and access for people with reduced mobility.Property of 59 m², has a 17 m² exterior living-dining room, 2 bedrooms (1 double and 1 single), independent kitchen equipped with appliances, bathroom with shower, and balcony. Very good distribution.Housing in very good condition, with quality materials such as solid wood doors. It has air conditioning, heating, parquet floors.Northeast orientation. Water, electricity, gas supplies registered.If you are thinking of investing in a flat to later rent it out or get a successful return on the asset, we believe that this could become your next project. If there is an area where a real estate investment gives a higher return, it is undoubtedly in the district of Gràcia.On the contrary, if you want to acquire an asset to be able to enjoy it as a home, this could be your new home! It has all the necessary elements to move into without having to reform or make a large investment of money.It has good communications in the city and with a wide network of services, great commercial dynamism, activities and restaurants. Very well connected, thanks to the multitude of public transport options that the area offers. Possibility of parking in the adjoining farm (not included in the flat).In addition, it is located in one of the most demanded and reputed districts of the Ciudad Condal, near the heart of the city, 12 minutes walk from Paseo de Gracia.",en buen estado,comprar,379000.0,,2,Intermedia,E,calle de Bailèn 233,51.0,Caldera de gas natural,6423.73,Barcelona,Gràcia,08012,No,Sí,No,No,Sí,No,Sí,2º D Portal 3,1,Lucas Fox Barcelona,Flat / apartment C. De Bailèn 233,7,Vila de Gràcia
104230823,Flat / apartment,Vila de Gràcia,Barcelona,68,60.0,2,1,1970.0,True,True,False,False,False,False,False,True,True,south,"Recently renovated and furnished apartment in Jardinets de Gràcia, for saleBeautiful renovated and furnished apartment ready to move into a few steps from Paseo de Gracia in Barcelona.The house stands out for its natural light and the warmth and elegance of its renovation.It has 68m2 very well distributed: large living area with kitchen open to the living room and exterior laundry room. Night area with two comfortable double bedrooms and a complete bathroom.The house faces south and enjoys natural light all day long, as well as views of a quiet garden in the courtyard of the block.It has air conditioning and heating by splits and electric radiators.All the interior carpentry (cabinets, kitchen and bathroom furniture) are custom designed. The floor is made of natural oak placed in a Hungarian tip.The farm has an elevator.",en buen estado,comprar,525000.0,,2,Intermedia,D,calle del Doctor Rizal 14,55.0,Otro tipo de calefaccion,7720.59,Barcelona,Gràcia,08012,No,No,No,No,No,No,Sí,2º B Portal 2,1,Lucas Fox Barcelona,Flat / apartment C. Del Doctor Rizal 14,7,Vila de Gràcia
102182951,Flat / apartment,Vila de Gràcia,Barcelona,107,98.0,3,2,1880.0,True,True,False,True,False,False,False,True,True,west,"Welcome to the apartment of your dreams in the heart of Gracia!In an enviable location, in the coveted fashionable neighborhood, Gracia, and in the prestigious Gran de Gracia, we present this magnificent apartment for sale.It is an architectural jewel, a third floor of royal height in a royal building with an elevator.With a total of 107m2, this apartment offers an exceptional design that combines classic elegance with modern comfort.Upon entering, you will be greeted by a spacious and bright living-dining room, perfect for sharing unforgettable moments with your loved ones.In addition, you can enjoy the natural light and fresh air on the balcony that overlooks the picturesque streets of Gracia.The kitchen is an open and welcoming space, designed to meet the needs of food lovers.Here you can unleash your culinary creativity and share delicious meals with friends and family.The apartment has three bedrooms, two of them doubles, which provides a personalized space for each member of the family or even to convert a room into a comfortable study.In addition, it has two bathrooms, which guarantees comfort and privacy for everyone.But that's not all, this unique space also has two multifunctional rooms, ideal for adapting to your personal needs.You can create your own work corner, a playroom for the little ones or a cozy reading space.The property proudly preserves period architectural elements such as high, molded ceilings, doors and tiled floors, adding a touch of historic charm that blends seamlessly with modern renovations.Imagine living in this urban paradise, surrounded by the unparalleled cultural, gastronomic and leisure offer of Gracia.From its bohemian streets to its lively squares, this neighborhood offers a vibrant and exciting lifestyle.Don't miss this unique opportunity to make this exceptional apartment yours.Call now to arrange a visit and start a new stage of your life in this home with history in the heart of Gracia!At BIBIR we know that managing residential properties can be complicated and require a lot of time and effort.That is why we specialize in providing comprehensive solutions for managing the sale of your property.With BIBIR, you will have the peace of mind of knowing that your property is in good hands and that you will receive a high quality and efficient service.In customer service.It is important to keep in mind that the advertised price does not include taxes, notary fees, administration fees and other expenses inherent to a sale.These costs may vary based on property type, location, and other factors.",reformado,comprar,570000.0,,3,Intermedia,E,calle Gran de Gràcia 143,95.0,Caldera de gas natural,5327.1,Barcelona,Gràcia,08012,No,Sí,Sí,No,Sí,No,Sí,3º B Portal 3,1,Lucas Fox Barcelona,Flat / apartment C. Gran De Gràcia 143,7,Vila de Gràcia
100238516,Flat / apartment,El Guinardó,Barcelona,115,105.0,4,2,1951.0,True,True,False,False,False,False,False,False,True,east,"Very spacious apartment on Carrer Amilcar, in a good building with an elevator. It has a large 30m2 living-dining room, separate kitchen, 2 bathrooms (1 full + guest toilet), laundry room, and 4 bedrooms (2 doubles and 2 good-sized singles). The living room overlooks the interior patio, and 3 of the 4 bedrooms are exterior to the street, and the 4th overlooks the staircase. The best thing about this apartment is the large size of the living-dining room, and the fact that the property has few neighbors, so it is very quiet. It is located very close to Parc del Guinardó, Paseo Maragall and metro lines 5 and 4 ""Maragall"". Schools, commercial area. very good location.Call or contact for more information, or visit soon!",en buen estado,comprar,280000.0,,2,Intermedia,D,calle d'Amílcar 1,101.0,Caldera de gas natural,2434.78,Barcelona,Horta-Guinardó,08041,No,No,No,No,No,No,No,2º A Portal 1,1,Lucas Fox Barcelona,Flat / apartment C. D'Amílcar 1,8,El Guinardó
104347844,Penthouse,Les Roquetes,Barcelona,37,33.0,2,1,1960.0,True,False,False,False,False,False,False,True,True,south,"Penthouse for sale in Barcelona, with 388 ft², 2 rooms and 1 bathrooms and Air conditioning.",reformado,comprar,110000.0,,4,Intermedia,G,calle de Campreciós 54,26.0,Otro tipo de calefaccion,2972.97,Barcelona,Nou Barris,08042,No,Sí,No,No,No,Sí,No,4º A Portal 3,1,Lucas Fox Barcelona,Penthouse C. De Campreciós 54,9,Les Roquetes
103710364,Flat / apartment,Sant Gervasi - La Bonanova,Barcelona,375,347.0,6,5,1950.0,True,True,True,True,False,False,False,True,True,south,"Stately and segregable property in Plaza Kennedy, next to Avenida del Tibidabo.The spectacular entrance includes a large entrance hall with a renovated guest bathroom and a library or office with balcony adjacent to the spacious living room with fireplace.The dining area and covered terrace is located next to the living room (it is possible to open it as it was originally). The south-west facing terrace of 27sqm is currently semi-covered as it was originally created as a play area for the children and can be opened up again. Facing north we have a balcony of almost 9sqm and, next to the kitchen, an interior gallery of 16sqm.The kitchen is very spacious, bright and airy. It stands out for the natural light that enters through the patio.Adjoining the kitchen there is a service area with bedroom and bathroom. The water area is exterior and has a large balcony facing the same patio and has a large space to hang clothes.The sleeping area consists of 6 bedrooms, 2 of them en suite, 2 doubles and 2 singles. The master suite has a dressing room, built-in wardrobes and an exterior bathroom with natural light and a hydro-massage bathtub.It has a classic layout with large spaces, wide corridors and plenty of natural light coming in from the three winds. The flat has split air conditioning in two areas of the house, fitted wardrobes, high coffered ceilings and very well preserved wooden floors.The property has a service entrance and lift.*The price includes 2 generous storage rooms.*Possibility of purchasing three parking spaces.Constructed area according to the land registry: 454m2 (373m2 of living area and 81m2 of common areas). 350m2 of living area and 51m2 of terraces.""WITHFOR is the first B Corp certified premium ethical real estate agency. We comply with the highest standards of social and environmental impact, and base our work on trust, transparency and a commitment to improving society and our relationship with the environment"".",a reformar,comprar,2100000.0,,4,Intermedia,C,calle de Balmes 259,315.0,Caldera de gas natural,5600.0,Barcelona,Sarrià-Sant Gervasi,08022,No,No,Sí,Sí,No,No,Sí,4º C Portal 1,1,Lucas Fox Barcelona,Flat / apartment C. De Balmes 259,10,Sant Gervasi - La Bonanova
104114723,Flat / apartment,Vilapicina i la Torre Llobeta,Barcelona,45,40.0,2,1,1956.0,False,True,False,False,False,False,False,False,True,south,"EXCELLENT OPPORTUNITY IN NOU BARRIS1st floor in a 1956 building WITH an elevator that has 45 m2 built and 40 m2 useful distributed as follows:* Bright living room* Independent updated and well-equipped kitchen* 2 double bedrooms* 1 complete bathroom with a modern shower that has been updated with high-quality finishes***The space is intelligently distributed to take advantage of every corner and provide comfort without compromising style and the presence of large windows allows natural light to flood the spaces, creating a bright and airy atmosphere.In short, this 2-bedroom apartment is a unique opportunity to enjoy a comfortable and functional lifestyle in a privileged location. With its living room with gallery, updated kitchen, double bedrooms and excellent property with elevator, this home has everything you need to live fully and feel at home.Do you have to sell to buy? WE VALUE YOUR APARTMENT FOR FREE AND WITHOUT COMMITMENT!If you want FINANCIAL ADVICE, we have a mortgage department, which can advise you at no cost***The sale price of the property shown here does not include taxes or expenses that affect the sale (ITP or VAT), notary or registration fees, nor agency fees for real estate brokerage or mortgage management (if applicable)***.At La Casa Agency we know that buying a home is a great responsibility and our team will be at your disposal to support you in everything you need. We will wait for you!",en buen estado,comprar,192000.0,,1,Intermedia,D,calle de la Riera d'Horta 144,37.0,Caldera de gas natural,4266.67,Barcelona,Nou Barris,08031,No,No,No,No,Sí,No,No,1º B Portal 2,1,Lucas Fox Barcelona,Flat / apartment C. De La Riera D'Horta 144,11,Vilapicina i la Torre Llobeta
100496318,Flat / apartment,Pedralbes,Barcelona,313,193.0,5,4,1972.0,True,True,True,False,True,False,False,True,True,south,"Floor 3rd, flat total surface area 313 m², usable floor area 193 m², single bedrooms: 2, double bedrooms: 3, double bedrooms are ensuite: 1, 3 bathrooms, 1 toilets, air conditioning (hot and cold), age over 50 years, built-in wardrobes, lift, heating (natural gas), ext. woodwork (wood), fireplace, kitchen (office amplia), dining room (exterior esquinero a girona y mar), state of repair: needs remodeling, car park (over 2), gas, garden (community), utility room, neighbours per floor: 2, floor no. : 1, facing south, automatic door phone, security system (alarma), sunny, terrace (esquinera y otra en habitación), lands: parquet, storeroom, exterior (todo), energy emission rate: E, 40, energy consumption rate: E, 130.",a reformar,comprar,1295000.0,,3,Intermedia,E,avenida de Pedralbes 12,297.0,Caldera de gas natural,4137.38,Barcelona,Les Corts,08034,No,Sí,Sí,Sí,No,Sí,Sí,3º D Portal 3,1,Lucas Fox Barcelona,Flat / apartment Av. De Pedralbes 12,12,Pedralbes
